"Var1"	"Freq"
"83"	"GSK3B"	507
"84"	"IFNG"	506
"85"	"TUMOR NECROSIS FACTOR-ALPHA"	506
"86"	"NRF2"	503
"87"	"CDK2"	500
"88"	"FASN"	489
"89"	"CBX8"	478
"90"	"VEGF"	475
"91"	"TNFRSF10B"	470
"92"	"HGF"	468
"93"	"CYCLOOXYGENASE-2"	456
"94"	"IGF1R"	451
"95"	"PCNA"	451
"96"	"CYP1B1"	447
"97"	"JNK"	445
"98"	"CASPASE-3"	421
"99"	"PTK2"	420
"100"	"HSPA4"	410
"101"	"DDIT3"	406
"102"	"INS"	401
"103"	"SIRT1"	396
"104"	"CDK4"	385
"105"	"VCAM1"	385
"106"	"KRAS"	362
"107"	"MAP2K1"	359
"108"	"FN1"	358
"109"	"XIAP"	357
"110"	"CXCR4"	352
"111"	"IFI27"	352
"112"	"NF-KAPPAB"	346
"113"	"COL11A2"	344
"114"	"MAPK3"	344
"115"	"COMT"	342
"116"	"PRKAA2"	340
"117"	"TERT"	333
"118"	"INDUCIBLE NITRIC OXIDE SYNTHASE"	329
"119"	"MDM2"	327
"120"	"P65"	324
"121"	"HSPA5"	321
"122"	"FASLG"	319
"123"	"CAT"	318
"124"	"GLI2"	313
"125"	"ATM"	312
"126"	"GPER1"	309
"127"	"TUMOR NECROSIS FACTOR"	306
"128"	"AP-1"	297
"129"	"MT-CO1"	290
"130"	"ABCC1"	289
"131"	"DNMT1"	289
"132"	"BRCA1"	287
"133"	"NOTCH1"	286
"134"	"HMGB1"	282
"135"	"JUNB"	281
"136"	"KDR"	277
"137"	"KLK3"	277
"138"	"VIM"	277
"139"	"CCNB1"	276
"140"	"CDKN1B"	275
"141"	"MMP-9"	269
"142"	"FOXO3"	267
"143"	"RPS6KB1"	262
"144"	"ODC"	257
"145"	"BID"	256
"146"	"IL1A"	255
"147"	"FGF2"	254
"148"	"JAK2"	254
"149"	"PRKAA1"	254
"150"	"F3"	252
"151"	"TXN"	251
"152"	"SPP1"	247
"153"	"PLAUR"	246
"154"	"LEP"	243
"155"	"MPO"	243
"156"	"CDKN2A"	237
"157"	"RAF1"	234
"158"	"PGR"	233
"159"	"STAT1"	232
"160"	"HSPB1"	231
"161"	"MAP3K7"	231
"162"	"PRRT2"	229
"163"	"IL-10"	224
"164"	"SERPINE1"	220
"165"	"INTERLEUKIN-1B"	217
"166"	"SOD1"	217
"167"	"MMP1"	216
"168"	"EGR1"	211
"169"	"SNAI1"	211
"170"	"MET"	209
"171"	"IL-1BETA"	206
"172"	"ZHX2"	206
"173"	"HO-1"	205
"174"	"SOD2"	205
"175"	"PRKCD"	203
"176"	"ENOX2"	202
"177"	"IL10"	201
"178"	"IL2"	201
"179"	"BCRP"	200
"180"	"CYP19A1"	200
"181"	"IFNA1"	198
"182"	"IKBKB"	198
"183"	"BECN1"	197
"184"	"SLC2A1"	195
"185"	"TNFSF11"	195
"186"	"TIMP1"	194
"187"	"MMP14"	193
"188"	"BAK1"	188
"189"	"RB1"	188
"190"	"PCSK1"	187
"191"	"C-JUN"	185
"192"	"RHOA"	185
"193"	"CSF2"	184
"194"	"CYCLIN D1"	184
"195"	"PGP"	184
"196"	"CCNA2"	183
"197"	"ODC1"	183
"198"	"TNFALPHA"	181
"199"	"SKP2"	180
"200"	"GSTP1"	179
"201"	"BCL2L11"	177
"202"	"CDC25C"	175
"203"	"IL4"	170
"204"	"EIF2AK3"	166
"205"	"CXCL12"	163
"206"	"PRKCA"	162
"207"	"FOXM1"	161
"208"	"TNFA"	161
"209"	"BRAF"	160
"210"	"CDK9"	160
"211"	"EP300"	159
"212"	"CDK20"	158
"213"	"CCL4"	157
"214"	"EDN1"	156
"215"	"MYELOPEROXIDASE"	155
"216"	"CREB1"	152
"217"	"MMP-2"	151
"218"	"PROM1"	151
"219"	"CFLAR"	148
"220"	"MCP-1"	148
"221"	"PRL"	148
"222"	"MMP3"	145
"223"	"NR4A1"	143
"224"	"ALOX5"	141
"225"	"FAS"	140
"226"	"HSF1"	140
"227"	"ABCC2"	139
"228"	"GSTK1"	139
"229"	"VDR"	139
"230"	"EZH2"	138
"231"	"CYP3A4"	136
"232"	"IFI44"	136
"233"	"CATALASE"	135
"234"	"F2"	135
"235"	"HK2"	135
"236"	"PAK1"	135
"237"	"RAC1"	134
"238"	"SMAD3"	134
"239"	"MAP1LC3A"	133
"240"	"CDH2"	132
"241"	"E2F1"	132
"242"	"PHB2"	132
"243"	"TNFRSF10A"	132
"244"	"ATF3"	131
"245"	"CD4"	131
"246"	"DCTN6"	131
"247"	"FAK"	131
"248"	"ERK 1/2"	130
"249"	"PIK3CD"	129
"250"	"GDF15"	128
"251"	"HIF-1A"	128
"252"	"BCL-XL"	127
"253"	"ERBB3"	127
"254"	"JNK1/2"	127
"255"	"PRDX5"	127
"256"	"TNFRSF1A"	127
"257"	"XK"	127
"258"	"GADD45A"	126
"259"	"MAP3K5"	125
"260"	"NLRP3"	125
"261"	"PTK2B"	124
"262"	"F2RL1"	123
"263"	"MYD88"	122
"264"	"C-FOS"	121
"265"	"CHEK2"	121
"266"	"RXRA"	121
"267"	"IFN-GAMMA"	120
"268"	"SNAI2"	120
"269"	"RANKL"	119
"270"	"TRAF6"	119
"271"	"HDAC9"	118
"272"	"KDM1A"	118
"273"	"LOX"	118
"274"	"HRAS"	117
"275"	"KEAP1"	117
"276"	"E-CADHERIN"	116
"277"	"HSP90"	116
"278"	"RPS6KA3"	115
"279"	"SELE"	115
"280"	"SMAD4"	115
"281"	"CYP1A2"	113
"282"	"PPARALPHA"	113
"283"	"TIMP2"	113
"284"	"CD34"	112
"285"	"CHUK"	112
"286"	"DIABLO"	112
"287"	"GLI1"	112
"288"	"HNF4A"	112
"289"	"FOXO1"	111
"290"	"CDK6"	109
"291"	"SMAD2"	109
"292"	"TAK1"	109
"293"	"AIFM1"	108
"294"	"PKC"	108
"295"	"CHEK1"	107
"296"	"JUND"	107
"297"	"RET"	107
"298"	"MEK"	106
"299"	"TGFA"	105
"300"	"VIP"	105
"301"	"CCT4"	104
"302"	"CCR7"	103
"303"	"H2AFX"	103
"304"	"PKM"	103
"305"	"VASCULAR ENDOTHELIAL GROWTH FACTOR"	103
"306"	"ATF2"	102
"307"	"PTPA"	102
"308"	"CD40"	101
"309"	"CASP7"	100
"310"	"HSP70"	100
"311"	"ATG5"	99
"312"	"GALN"	99
"313"	"PS2"	99
"314"	"RECK"	98
"315"	"INTERLEUKIN (IL)-1B"	96
"316"	"SHH"	96
"317"	"SPHK1"	96
"318"	"MUC1"	95
"319"	"CD14"	94
"320"	"COPS5"	94
"321"	"TRPA1"	94
"322"	"YBX1"	94
"323"	"EXTRACELLULAR SIGNAL-REGULATED KINASE"	93
"324"	"IRS1"	93
"325"	"P-GP"	93
"326"	"PDLIM7"	93
"327"	"CBR1"	92
"328"	"CTGF"	92
"329"	"PIN1"	92
"330"	"PMAIP1"	92
"331"	"TYR"	92
"332"	"UGT1A"	92
"333"	"AST"	91
"334"	"PLK1"	90
"335"	"TLX2"	90
"336"	"TRAIL"	90
"337"	"APEX1"	89
"338"	"CD274"	89
"339"	"MMP13"	89
"340"	"MUC5AC"	89
"341"	"VEGFC"	89
"342"	"IL-2"	88
"343"	"MGMT"	88
"344"	"PIK3CA"	88
"345"	"CYP4F3"	87
"346"	"HDAC1"	87
"347"	"KIT"	87
"348"	"AKR1B10"	86
"349"	"PRKDC"	86
"350"	"SURVIVIN"	86
"351"	"PPARGAMMA"	85
"352"	"MYCN"	84
"353"	"ADAM17"	83
"354"	"BDNF"	83
"355"	"APAF1"	82
"356"	"CD24"	82
"357"	"CXCL1"	82
"358"	"PPARD"	82
"359"	"ADIPOQ"	81
"360"	"EPHB2"	81
"361"	"PLAT"	81
"362"	"AKR1B1"	80
"363"	"AXL"	80
"364"	"BRCA2"	80
"365"	"TLR2"	80
"366"	"CCL5"	79
"367"	"IL17A"	79
"368"	"PARP"	79
"369"	"PLA2G1B"	79
"370"	"AGT"	78
"371"	"CASPASE 3"	78
"372"	"GDNF"	78
"373"	"NOS3"	78
"374"	"TF"	78
"375"	"CDKN2B"	77
"376"	"CEBPB"	77
"377"	"IDO1"	77
"378"	"IGFBP3"	77
"379"	"NFATC1"	77
"380"	"NUP62"	77
"381"	"STAT5A"	77
"382"	"BIRC2"	76
"383"	"CSNK2A2"	76
"384"	"CXCL10"	76
"385"	"MAU2"	76
"386"	"TXNRD1"	76
"387"	"ALOX15"	75
"388"	"APC"	75
"389"	"FADD"	75
"390"	"PIM1"	75
"391"	"RARB"	75
"392"	"INTERLEUKIN-1BETA"	74
"393"	"INTERLEUKIN (IL)-6"	74
"394"	"P38 MAPK"	74
"395"	"PTGS1"	74
"396"	"ARNT"	73
"397"	"GRB2"	73
"398"	"LIF"	73
"399"	"MMP7"	73
"400"	"MXD1"	73
"401"	"BMP2"	71
"402"	"CAV1"	71
"403"	"CGB5"	71
"404"	"EZR"	71
"405"	"RPSA"	71
"406"	"ATR"	70
"407"	"ID1"	70
"408"	"IL-4"	70
"409"	"IL24"	70
"410"	"JAK1"	70
"411"	"POU5F1"	70
"412"	"SAA"	70
"413"	"ACE"	69
"414"	"CASPASE-9"	69
"415"	"GSP"	69
"416"	"TCF4"	69
"417"	"TGFB2"	69
"418"	"ESRRG"	68
"419"	"SYK"	68
"420"	"ACTIVATOR PROTEIN-1"	67
"421"	"ALK"	67
"422"	"BSG"	67
"423"	"DUSP1"	67
"424"	"ESRRA"	67
"425"	"GRP"	67
"426"	"HCFC1"	67
"427"	"INDUCIBLE NO SYNTHASE"	67
"428"	"NR3C1"	67
"429"	"TFF1"	67
"430"	"ABL1"	66
"431"	"CDC42"	66
"432"	"HSPD1"	66
"433"	"IL18"	66
"434"	"MAPK9"	66
"435"	"CX43"	65
"436"	"ITK"	65
"437"	"PLA2G4A"	65
"438"	"SHC1"	65
"439"	"SOCS3"	65
"440"	"ZEB1"	65
"441"	"AKR1C3"	64
"442"	"AURKA"	64
"443"	"AURKB"	64
"444"	"BCL2L2"	64
"445"	"CDC25A"	64
"446"	"EPO"	64
"447"	"SLC16A1"	64
"448"	"SOX2"	64
"449"	"THBS1"	64
"450"	"TRAF2"	64
"451"	"WT1"	64
"452"	"ACHE"	63
"453"	"ALDH1A1"	63
"454"	"GFAP"	63
"455"	"IGF2"	63
"456"	"KRT6A"	63
"457"	"IKAPPABALPHA"	62
"458"	"MPGES-1"	62
"459"	"SERPINB5"	62
"460"	"BIRC3"	61
"461"	"C-JUN N-TERMINAL KINASE"	61
"462"	"IGF-I"	61
"463"	"KITLG"	61
"464"	"KLRK1"	61
"465"	"NF1"	61
"466"	"PTTG1"	61
"467"	"UCP2"	61
"468"	"AGTR1"	60
"469"	"BMI1"	60
"470"	"CA4"	60
"471"	"DPP4"	60
"472"	"FOXP3"	60
"473"	"GAST"	60
"474"	"ITGB1"	60
"475"	"NANOG"	60
"476"	"PDCD4"	60
"477"	"TH1"	60
"478"	"CREBBP"	59
"479"	"DNMT3B"	59
"480"	"KNG1"	59
"481"	"NKX3-1"	59
"482"	"P44"	59
"483"	"RAD51"	59
"484"	"ANXA1"	58
"485"	"EIF2S1"	58
"486"	"EIF4EBP1"	58
"487"	"GST"	58
"488"	"STAT5B"	58
"489"	"TFRC"	58
"490"	"TSC2"	58
"491"	"BFGF"	57
"492"	"GLO1"	57
"493"	"MEK1"	57
"494"	"NAMPT"	57
"495"	"ADRB2"	56
"496"	"ANNEXIN V"	56
"497"	"CLTA"	56
"498"	"ETS1"	56
"499"	"FYN"	56
"500"	"KCNA3"	56
"501"	"MAP2K4"	56
"502"	"ATF4"	55
"503"	"CASP1"	55
"504"	"CDKN1C"	55
"505"	"CYCLOOXYGENASE 2"	55
"506"	"ERN1"	55
"507"	"KLF4"	55
"508"	"LDHA"	55
"509"	"ML-1"	55
"510"	"SIRT3"	55
"511"	"SREBF1"	55
"512"	"MUCIN"	54
"513"	"NOX4"	54
"514"	"P42"	54
"515"	"PROLIFERATING CELL NUCLEAR ANTIGEN"	54
"516"	"PTPN13"	54
"517"	"CA2"	53
"518"	"ENDOG"	53
"519"	"ERK2"	53
"520"	"GNRH1"	53
"521"	"INSR"	53
"522"	"INTERLEUKIN 6"	53
"523"	"MITF"	53
"524"	"NAT1"	53
"525"	"P27"	53
"526"	"PRKCE"	53
"527"	"AKR1C1"	52
"528"	"ALPP"	52
"529"	"CD31"	52
"530"	"CFTR"	52
"531"	"CTSB"	52
"532"	"CTSD"	52
"533"	"HPR"	52
"534"	"IL32"	52
"535"	"ITGAM"	52
"536"	"MUC2"	52
"537"	"SULT1A1"	52
"538"	"TIMM8A"	52
"539"	"UHRF1"	52
"540"	"CA9"	51
"541"	"CEBPA"	51
"542"	"DHFR"	51
"543"	"FPR1"	51
"544"	"LAP"	51
"545"	"MCL-1"	51
"546"	"MIF"	51
"547"	"NOX1"	51
"548"	"PGF"	51
"549"	"CD11B"	50
"550"	"CHRNA4"	50
"551"	"IL-8"	50
"552"	"MAP1LC3B"	50
"553"	"RIPK1"	50
"554"	"TXNIP"	50
"555"	"AGER"	49
"556"	"CD8A"	49
"557"	"CGRP"	49
"558"	"FLT1"	49
"559"	"MONOCYTE CHEMOATTRACTANT PROTEIN-1"	49
"560"	"PDK1"	49
"561"	"BETA-CATENIN"	48
"562"	"CASP2"	48
"563"	"CYP2E1"	48
"564"	"EIF4E"	48
"565"	"EPHA8"	48
"566"	"LRP6"	48
"567"	"OPN"	48
"568"	"P50"	48
"569"	"PTPN11"	48
"570"	"UGT1A1"	48
"571"	"CCL27"	47
"572"	"G6PD"	47
"573"	"GRP78"	47
"574"	"NGF"	47
"575"	"RAPGEF1"	47
"576"	"RPS6KA1"	47
"577"	"RPS6KA2"	47
"578"	"TOP2A"	47
"579"	"URGCP"	47
"580"	"WIF1"	47
"581"	"YY1"	47
"582"	"AKTIP"	46
"583"	"CAMK2G"	46
"584"	"CCL17"	46
"585"	"CYBB"	46
"586"	"HMGA2"	46
"587"	"HSPA1A"	46
"588"	"IDH1"	46
"589"	"PCLAF"	46
"590"	"PPAR"	46
"591"	"YAP1"	46
"592"	"ABCC3"	45
"593"	"ALB"	45
"594"	"FGFR1"	45
"595"	"LGALS1"	45
"596"	"MARCH8"	45
"597"	"PLG"	45
"598"	"PROCR"	45
"599"	"SLC9A1"	45
"600"	"VIMENTIN"	45
"601"	"C3G"	44
"602"	"EIF2A"	44
"603"	"GAPDH"	44
"604"	"HSPG2"	44
"605"	"NR1I2"	44
"606"	"NRAS"	44
"607"	"RAGE"	44
"608"	"TSLP"	44
"609"	"COX2"	43
"610"	"CREB"	43
"611"	"ER-BETA"	43
"612"	"ERG"	43
"613"	"FIBRONECTIN"	43
"614"	"HES1"	43
"615"	"IGF-1"	43
"616"	"PTP1B"	43
"617"	"SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 3"	43
"618"	"BNIP3"	42
"619"	"DNTT"	42
"620"	"ERALPHA"	42
"621"	"ISYNA1"	42
"622"	"NQO2"	42
"623"	"ONECUT2"	42
"624"	"PTGER4"	42
"625"	"SP3"	42
"626"	"SQSTM1"	42
"627"	"TNFRSF11B"	42
"628"	"ATG7"	41
"629"	"BCL2A1"	41
"630"	"CBL"	41
"631"	"CD86"	41
"632"	"COX8A"	41
"633"	"ENPP2"	41
"634"	"HBEGF"	41
"635"	"HDAC6"	41
"636"	"IL-1"	41
"637"	"MXI1"	41
"638"	"RSK2"	41
"639"	"SIRT6"	41
"640"	"TSC1"	41
"641"	"CCL21"	40
"642"	"CCL22"	40
"643"	"CX3CL1"	40
"644"	"CYP27B1"	40
"645"	"F10"	40
"646"	"PTPRG"	40
"647"	"RASSF1"	40
"648"	"SAT1"	40
"649"	"TP73"	40
"650"	"TWIST1"	40
"651"	"BLNK"	39
"652"	"CLDN1"	39
"653"	"EPIDERMAL GROWTH FACTOR RECEPTOR"	39
"654"	"FGFR3"	39
"655"	"GJA1"	39
"656"	"GM-CSF"	39
"657"	"HSP27"	39
"658"	"IL1RN"	39
"659"	"ITLN1"	39
"660"	"JAK3"	39
"661"	"NF-KAPPA B"	39
"662"	"P-GLYCOPROTEIN"	39
"663"	"PRKD1"	39
"664"	"PTHLH"	39
"665"	"TNF ALPHA"	39
"666"	"VDAC1"	39
"667"	"XRCC6"	39
"668"	"ADCYAP1"	38
"669"	"ALDH1A3"	38
"670"	"CRP"	38
"671"	"CXCR3"	38
"672"	"GRN"	38
"673"	"IL33"	38
"674"	"KCNMB1"	38
"675"	"MAD2L1"	38
"676"	"NCL"	38
"677"	"PIAS3"	38
"678"	"SOX9"	38
"679"	"STAR"	38
"680"	"TYROSINASE"	38
"681"	"C-MYC"	37
"682"	"DR4"	37
"683"	"FOSB"	37
"684"	"HOXD13"	37
"685"	"IKBKG"	37
"686"	"PHB"	37
"687"	"PLCG1"	37
"688"	"STK11"	37
"689"	"ADIPONECTIN"	36
"690"	"AFP"	36
"691"	"ANGPT2"	36
"692"	"ARYL HYDROCARBON RECEPTOR"	36
"693"	"ATF6"	36
"694"	"BAG3"	36
"695"	"EDA"	36
"696"	"EIF2B5"	36
"697"	"F2R"	36
"698"	"FGF1"	36
"699"	"GPLD1"	36
"700"	"HNRNPA2B1"	36
"701"	"IL13"	36
"702"	"ILK"	36
"703"	"LCN2"	36
"704"	"LIMK1"	36
"705"	"LTA4H"	36
"706"	"MATRIX METALLOPROTEINASE-9"	36
"707"	"NPEPPS"	36
"708"	"NPM1"	36
"709"	"PTPN1"	36
"710"	"SSSCA1"	36
"711"	"TGM2"	36
"712"	"VRK1"	36
"713"	"5-LOX"	35
"714"	"APP"	35
"715"	"ERK1"	35
"716"	"FOSL1"	35
"717"	"HIF-1ALPHA"	35
"718"	"LDLR"	35
"719"	"MAPK7"	35
"720"	"MNT"	35
"721"	"RAF"	35
"722"	"S100A8"	35
"723"	"SP1"	35
"724"	"TNFRSF25"	35
"725"	"AQP3"	34
"726"	"BMPR2"	34
"727"	"CCK"	34
"728"	"CCL3"	34
"729"	"DNAH8"	34
"730"	"ERCC1"	34
"731"	"IL-18"	34
"732"	"INTERLEUKIN-10"	34
"733"	"IP-10"	34
"734"	"NUR77"	34
"735"	"PECAM1"	34
"736"	"TNFR1"	34
"737"	"ULK1"	34
"738"	"ZO-1"	34
"739"	"ABCB6"	33
"740"	"APOE"	33
"741"	"BRD2"	33
"742"	"CASPASE-1"	33
"743"	"CNR1"	33
"744"	"FOLH1"	33
"745"	"HK1"	33
"746"	"IDO"	33
"747"	"JNK1"	33
"748"	"K-RAS"	33
"749"	"NRIP1"	33
"750"	"NUCLEAR FACTOR KAPPA B"	33
"751"	"PDGFRB"	33
"752"	"RARA"	33
"753"	"SP4"	33
"754"	"APOH"	32
"755"	"ASAH1"	32
"756"	"BEX3"	32
"757"	"BUB1B"	32
"758"	"CD40LG"	32
"759"	"CHOP"	32
"760"	"ELANE"	32
"761"	"FASL"	32
"762"	"FGFR2"	32
"763"	"GZMB"	32
"764"	"MAPKAPK2"	32
"765"	"N-CADHERIN"	32
"766"	"PPIG"	32
"767"	"SLC22A5"	32
"768"	"SNCA"	32
"769"	"SPHK2"	32
"770"	"SULT1E1"	32
"771"	"TGFBETA"	32
"772"	"TNFRSF1B"	32
"773"	"TRKB"	32
"774"	"UBASH3B"	32
"775"	"UPA"	32
"776"	"ANPEP"	31
"777"	"BTG2"	31
"778"	"CAMP"	31
"779"	"CAPN2"	31
"780"	"CCNE1"	31
"781"	"CD36"	31
"782"	"CYP24A1"	31
"783"	"DLC1"	31
"784"	"ER"	31
"785"	"HER-2"	31
"786"	"IL-17"	31
"787"	"IL2RA"	31
"788"	"IRAK1"	31
"789"	"OCLN"	31
"790"	"RANTES"	31
"791"	"RGN"	31
"792"	"TM4SF5"	31
"793"	"TRAF3"	31
"794"	"ACTA1"	30
"795"	"ACTH"	30
"796"	"CCL11"	30
"797"	"CRYZ"	30
"798"	"CYR61"	30
"799"	"DR5"	30
"800"	"FUT4"	30
"801"	"IL-1A"	30
"802"	"RFX1"	30
"803"	"SERPINB3"	30
"804"	"STAT6"	30
"805"	"TA3"	30
"806"	"TNFRSF6B"	30
"807"	"TNOX"	30
"808"	"TSPO"	30
"809"	"TYMS"	30
"810"	"UGT2B15"	30
"811"	"WNT3A"	30
"812"	"ACTR1B"	29
"813"	"ALANINE AMINOTRANSFERASE"	29
"814"	"AXIN1"	29
"815"	"BIRC5"	29
"816"	"CIP1"	29
"817"	"DUSP10"	29
"818"	"EDNRA"	29
"819"	"EIF2AK2"	29
"820"	"FGB"	29
"821"	"FOXO3A"	29
"822"	"HPSE"	29
"823"	"HRG"	29
"824"	"IGFBP1"	29
"825"	"MRP2"	29
"826"	"NME1"	29
"827"	"PPARGC1A"	29
"828"	"PRNP"	29
"829"	"RUNX3"	29
"830"	"SMPD1"	29
"831"	"STA"	29
"832"	"TRPM7"	29
"833"	"TTF1"	29
"834"	"UGT1A10"	29
"835"	"VASP"	29
"836"	"VHL"	29
"837"	"WNT5A"	29
"838"	"CTTN"	28
"839"	"CYP2A6"	28
"840"	"DNMT3A"	28
"841"	"FLT4"	28
"842"	"GSR"	28
"843"	"HSP90B1"	28
"844"	"IKBKE"	28
"845"	"ING1"	28
"846"	"ITGB2"	28
"847"	"LGR5"	28
"848"	"LRP1"	28
"849"	"MAP3K14"	28
"850"	"MDR1"	28
"851"	"MMP12"	28
"852"	"MPG"	28
"853"	"MST1"	28
"854"	"NUTM1"	28
"855"	"ORAI1"	28
"856"	"PLEK"	28
"857"	"PTPN6"	28
"858"	"S100A16"	28
"859"	"SUCO"	28
"860"	"UBE3A"	28
"861"	"XBP1"	28
"862"	"C5AR1"	27
"863"	"CCR2"	27
"864"	"CD133"	27
"865"	"CD80"	27
"866"	"CXCL9"	27
"867"	"DFFA"	27
"868"	"E2F4"	27
"869"	"EPCAM"	27
"870"	"GSTT2"	27
"871"	"HDAC2"	27
"872"	"LCK"	27
"873"	"LEPR"	27
"874"	"LYN"	27
"875"	"MAP3K1"	27
"876"	"MNSOD"	27
"877"	"NNMT"	27
"878"	"PRKCZ"	27
"879"	"PXN"	27
"880"	"RIPK3"	27
"881"	"SMAD7"	27
"882"	"UBA7"	27
"883"	"WEE1"	27
"884"	"WNT1"	27
"885"	"XAF1"	27
"886"	"XPA"	27
"887"	"67LR"	26
"888"	"AKT2"	26
"889"	"CASPASE-8"	26
"890"	"CD68"	26
"891"	"CELF2"	26
"892"	"CPE"	26
"893"	"CSF3"	26
"894"	"CSNK2A1"	26
"895"	"CTSL"	26
"896"	"DACT2"	26
"897"	"DCC"	26
"898"	"EPCR"	26
"899"	"GASTRIN"	26
"900"	"GLUT1"	26
"901"	"GRB7"	26
"902"	"HSD3B1"	26
"903"	"JAG1"	26
"904"	"MEG-3"	26
"905"	"MLH1"	26
"906"	"NUDT18"	26
"907"	"PRLR"	26
"908"	"REL"	26
"909"	"SATB1"	26
"910"	"SERPINA4"	26
"911"	"SLN"	26
"912"	"SRA1"	26
"913"	"STMN1"	26
"914"	"UBE2S"	26
"915"	"UGT1A9"	26
"916"	"ZFP36"	26
"917"	"ANDROGEN RECEPTOR"	25
"918"	"BAK"	25
"919"	"BCRP1"	25
"920"	"BDKRB1"	25
"921"	"CCND3"	25
"922"	"CDH5"	25
"923"	"CLDN4"	25
"924"	"CPT1A"	25
"925"	"DAPK1"	25
"926"	"DKK1"	25
"927"	"EPB42"	25
"928"	"ERB"	25
"929"	"FBXW7"	25
"930"	"GPX1"	25
"931"	"HDAC3"	25
"932"	"IFNB1"	25
"933"	"IL-5"	25
"934"	"KRT1"	25
"935"	"LPL"	25
"936"	"NAT2"	25
"937"	"NET1"	25
"938"	"PRAP1"	25
"939"	"PYCARD"	25
"940"	"RUNX2"	25
"941"	"SCD"	25
"942"	"SERPINB9"	25
"943"	"SMN1"	25
"944"	"SMPD2"	25
"945"	"TJP1"	25
"946"	"TLR3"	25
"947"	"ACTN4"	24
"948"	"BIM"	24
"949"	"CHI3L1"	24
"950"	"CYP2B6"	24
"951"	"EPAS1"	24
"952"	"FURIN"	24
"953"	"GHRH"	24
"954"	"IDH2"	24
"955"	"IKKA"	24
"956"	"IL31RA"	24
"957"	"IL9"	24
"958"	"ILF2"	24
"959"	"INTERLEUKIN 1B"	24
"960"	"KISS1"	24
"961"	"MDK"	24
"962"	"MRP14"	24
"963"	"OGG1"	24
"964"	"PC"	24
"965"	"PLA2G10"	24
"966"	"PP1"	24
"967"	"RAB5A"	24
"968"	"RHEB"	24
"969"	"S100A2"	24
"970"	"SLUG"	24
"971"	"THY1"	24
"972"	"TIMP3"	24
"973"	"TLR9"	24
"974"	"TRIM33"	24
"975"	"VPS13A"	24
"976"	"ZAP70"	24
"977"	"ATG12"	23
"978"	"CD69"	23
"979"	"CDC20"	23
"980"	"CDK5"	23
"981"	"CHGA"	23
"982"	"DNAJB7"	23
"983"	"ERCC8"	23
"984"	"FABP5"	23
"985"	"FEN1"	23
"986"	"FGF-2"	23
"987"	"GCLC"	23
"988"	"GLUT4"	23
"989"	"GSK3A"	23
"990"	"IL-1RA"	23
"991"	"IL6ST"	23
"992"	"ITGB4"	23
"993"	"LOX-1"	23
"994"	"MLC1"	23
"995"	"MSH2"	23
"996"	"MTA1"	23
"997"	"NCOR1"	23
"998"	"NCX"	23
"999"	"NTS"	23
"1000"	"NUPR1"	23
"1001"	"OCCLUDIN"	23
"1002"	"P38-MAPK"	23
"1003"	"PARP-1"	23
"1004"	"PEBP1"	23
