"Var1"	"Freq"
"248"	"myrtucommulone A"	50
"249"	"Hydroxybenzoates"	49
"250"	"NSC 680410"	49
"251"	"obovatol"	49
"252"	"quercetin 3'-O-glucoside"	49
"253"	"4-hydroxybenzoic acid"	48
"254"	"BDMC-A"	48
"255"	"rhamnetin"	48
"256"	"casticin"	47
"257"	"lobaric acid"	47
"258"	"picric acid"	47
"259"	"2'-hydroxychalcone"	46
"260"	"biochanin A"	46
"261"	"neobavaisoflavone"	46
"262"	"4-hydroxyderricin"	45
"263"	"dihydrochalcone"	44
"264"	"nifuroxazide"	44
"265"	"4'-O-methylnyasol"	43
"266"	"artonin E"	43
"267"	"N1-hydroxy-N8-(4-phenoxyphenyl)octanediamide"	43
"268"	"Pterocarpans"	43
"269"	"zapotin"	43
"270"	"3-(3-chloro-4-hydroxyphenylamino)-4-(4-nitrophenyl)-1H-pyrrole-2,5-dione"	42
"271"	"6-paradol"	42
"272"	"estragole"	42
"273"	"3-methoxyflavone"	41
"274"	"5,7,4'-trihydroxyflavone"	41
"275"	"depsidone"	41
"276"	"Dinitrophenols"	41
"277"	"ethyl protocatechuate"	41
"278"	"oenothein B"	41
"279"	"4-methylcatechol"	40
"280"	"copper bis(3,5-diisopropylsalicylate)"	40
"281"	"eupatorin"	40
"282"	"flavocoxid"	40
"283"	"aspalathin"	39
"284"	"licochalcone E"	39
"285"	"2,4-diacetylphloroglucinol"	38
"286"	"3'-demethylnobiletin"	38
"287"	"calix(4)arene"	38
"288"	"kaempferol-3-O-glucoside"	38
"289"	"genkwanin"	37
"290"	"Guaiacol"	37
"291"	"herbacetin"	37
"292"	"thiosalicylic acid"	37
"293"	"dihydroptychantol A"	36
"294"	"pinostrobin"	36
"295"	"scolymoside"	36
"296"	"yakuchinone-A"	36
"297"	"4-nerolidylcatechol"	35
"298"	"nothofagin"	35
"299"	"2-tert-butyl-4-hydroxyanisole"	34
"300"	"3',4',5'-trimethoxyflavonol"	34
"301"	"3,6-dimethoxy-6'',6''-dimethylchromeno(2'',3''-7,8)flavone"	34
"302"	"4'-(4-toluenesulfonylamido)-4-hydroxychalcone"	34
"303"	"balsalazide"	34
"304"	"irigenin"	34
"305"	"luteolin-7-glucoside"	34
"306"	"sinensetin"	34
"307"	"succinobucol"	34
"308"	"tiliroside"	34
"309"	"2,6-di-tert-butyl-4-(aminomethyl)phenol hydrochloride"	33
"310"	"angoletin"	33
"311"	"ciprofibrate"	33
"312"	"ipriflavone"	33
"313"	"isobavachalcone"	33
"314"	"isorhamnetin-3-O-galactoside"	33
"315"	"octyl gallate"	33
"316"	"tectochrysin"	33
"317"	"zearalenol"	33
"318"	"3-hydroxy-4-prenyl-5-methoxystilbene-2-carboxylic acid"	32
"319"	"Aristoforin"	32
"320"	"ellagitannin"	32
"321"	"gnetin H"	32
"322"	"isoacteoside"	32
"323"	"malvidin-3-glucoside"	32
"324"	"phenylhydroquinone"	32
"325"	"quercetin 3-O-beta-(2''-galloyl)-rhamnopyranoside"	32
"326"	"2,3,5,6-tetrachlorohydroquinone"	31
"327"	"3-hydroxy-4,3',4',5'-tetramethoxychalcone"	31
"328"	"5-(3-methoxy-4-((4-methoxybenzyl)oxy)benzyl)pyrimidine-2,4-diamine"	31
"329"	"decabromobiphenyl ether"	31
"330"	"delphinidin 3-O-glucopyranoside"	31
"331"	"kolaviron"	31
"332"	"luteolin-7-O-glucoside"	31
"333"	"medicarpin"	31
"334"	"peracetylated epigallocatechin-3-gallate"	31
"335"	"7-hydroxyflavone"	30
"336"	"afzelin"	30
"337"	"B19 monocarbonyl curcumin"	30
"338"	"bastadin 4"	30
"339"	"liensinine"	30
"340"	"menahydroquinone-4"	30
"341"	"peonidin 3-glucoside"	30
"342"	"prunetin"	30
"343"	"quercetin 3-O-methyl ether"	30
"344"	"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane"	29
"345"	"2,4-di-tert-butylphenol"	29
"346"	"2,6-bis((3,4-dihydroxyphenyl)methylene)cyclohexanone"	29
"347"	"2,6-Dichloroindophenol"	29
"348"	"alpinumisoflavone"	29
"349"	"cudraflavone C"	29
"350"	"erbstatin"	29
"351"	"kakkalide"	29
"352"	"O 1602"	29
"353"	"theaflavine gallate"	29
"354"	"2-methoxyestrone"	28
"355"	"3'-chloro-5,7-dimethoxyisoflavone"	28
"356"	"3,4-dixydroxyphenylethanol elenolic acid"	28
"357"	"amorphigenin"	28
"358"	"glycyrol"	28
"359"	"N-hydroxy-5-ethoxymethyloxy-2-methyl-4-(4-phenoxybenzoyl)aminopentanamide"	28
"360"	"nitrophenylphosphate"	28
"361"	"pinobanksin"	28
"362"	"syringetin"	28
"363"	"2-hydroxyestrone"	27
"364"	"2,3,5-(triglutathion-S-yl)hydroquinone"	27
"365"	"bis-(3-(3',5'-di-tert-butyl-4'-hydroxyphenyl)propyl)sulfide"	27
"366"	"hypothemycin"	27
"367"	"isoflavanone"	27
"368"	"isoginkgetin"	27
"369"	"LQB 118"	27
"370"	"pentagalloylglucose"	27
"371"	"thonningianin A"	27
"372"	"5,3'-dihydroxy-3,6,7,8,4'-pentamethoxyflavone"	26
"373"	"8-(N,N-diethylamino)octyl-3,4,5-trimethoxybenzoate"	26
"374"	"adipostatin A"	26
"375"	"amorfrutin A"	26
"376"	"aspidin BB"	26
"377"	"chebulinic acid"	26
"378"	"genistein-7-glucuronide-4'-sulfate"	26
"379"	"hydroxydibenzoylmethane"	26
"380"	"isobutylparaben"	26
"381"	"pomiferin"	26
"382"	"tri-o-cresyl phosphate"	26
"383"	"1,3-bis-(2-hydroxy-phenyl)-propenone"	25
"384"	"2,4,6-tri-tert-butylphenol"	25
"385"	"2,5-dihydroxybenzoic acid"	25
"386"	"2,6-di-tert-butyl-4-hydroxy-4-methyl-2,5-cyclohexadien-1-one"	25
"387"	"3-(3-hydroxy-4-methoxyphenyl)-1-(3,4,5-trimethoxyphenyl)prop-2-en-1-one"	25
"388"	"albaconol"	25
"389"	"catechol estrogen 3,4-quinone"	25
"390"	"Diflunisal"	25
"391"	"propylparaben"	25
"392"	"tolcapone"	25
"393"	"3',4'-dimethoxyflavone"	24
"394"	"3-tert-butyl-4-hydroxyanisole"	24
"395"	"3,3',4',5,6,7,8-heptamethoxyflavone"	24
"396"	"3,5-dihydroxy-4-methoxybenzoic acid"	24
"397"	"4'-hydroxychalcone"	24
"398"	"4-octylphenol"	24
"399"	"4-vinyl-2,6-dimethoxyphenol"	24
"400"	"6-prenylnaringenin"	24
"401"	"broussoflavonol B"	24
"402"	"ethyl m-digallate"	24
"403"	"isoscutellarein"	24
"404"	"methylparaben"	24
"405"	"myristicin"	24
"406"	"pro-F-EGCG2"	24
"407"	"17-methoxyl-7-hydroxy-benzene-furanchalcone"	23
"408"	"3-O-methylgallic acid"	23
"409"	"4-nitrophenyl"	23
"410"	"4-trifluoromethylsalicylic acid"	23
"411"	"acetylsalicylic acid lysinate"	23
"412"	"amurensin G"	23
"413"	"bavachinin"	23
"414"	"cirsilineol"	23
"415"	"creosol"	23
"416"	"cudraflavone B"	23
"417"	"dihydrocapsaicin"	23
"418"	"Hexachlorophene"	23
"419"	"K 7174"	23
"420"	"licochalcone B"	23
"421"	"nasunin"	23
"422"	"nymphaeol C"	23
"423"	"quercetin 3'-sulfate"	23
"424"	"2,2'-oxybis(4-allyl-1-methoxybenzene)"	22
"425"	"4-aminophenol"	22
"426"	"ardisiphenol D"	22
"427"	"digalloylresveratrol"	22
"428"	"Flavin7"	22
"429"	"morin"	22
"430"	"poncirin"	22
"431"	"suillin"	22
"432"	"Sulfobromophthalein"	22
"433"	"tephrosin"	22
"434"	"16-hydroxyestrone"	21
"435"	"2,3-dihydroxybenzoic acid"	21
"436"	"6,7,4'-trihydroxyisoflavone"	21
"437"	"bis-1,7-(2-hydroxyphenyl)-hepta-1,6-diene-3,5-dione"	21
"438"	"boesenbergin A"	21
"439"	"Clofibric Acid"	21
"440"	"isovitexin"	21
"441"	"kazinol B"	21
"442"	"malabaricone C"	21
"443"	"octylphenol"	21
"444"	"sappanchalcone"	21
"445"	"theasinensin A"	21
"446"	"1,2,4,5-tetramethoxybenzene"	20
"447"	"12-dehydrogingerdione"	20
"448"	"2',4',6'-tris(methoxymethoxy) chalcone"	20
"449"	"2-nitroanisole"	20
"450"	"2,2'-bisphenol F"	20
"451"	"3-aminoflavone"	20
"452"	"4-cresol"	20
"453"	"4-tert-octylphenol"	20
"454"	"4,4'-isopropylidene diphenol"	20
"455"	"6-dehydrogingerdione"	20
"456"	"7-mono-O-(beta-hydroxyethyl)rutoside"	20
"457"	"7-piperazinethylchrysin"	20
"458"	"cardanol"	20
"459"	"casuarinin"	20
"460"	"gallocatechin gallate"	20
"461"	"ITB 301"	20
"462"	"monobenzone"	20
"463"	"N-propionyl-4-S-cysteaminylphenol"	20
"464"	"petunidin"	20
"465"	"rooperol"	20
"466"	"saxifragin"	20
"467"	"squaraine"	20
"468"	"vescalagin"	20
"469"	"xanthomicrol"	20
"470"	"2,6-di-tert-butylphenol"	19
"471"	"aromadedrin"	19
"472"	"beta-resorcylic acid"	19
"473"	"Bisacodyl"	19
"474"	"diacetylcurcumin"	19
"475"	"epimedin C"	19
"476"	"phenoxy radical"	19
"477"	"prodelphinidin B-2 3'-O-gallate"	19
"478"	"quercetin 3-O-(2''-galloyl)glucopyranoside"	19
"479"	"2',4',7-trihydroxyisoflavone"	18
"480"	"2-chloro-1,3-diphenyl-2-propen-1-one"	18
"481"	"3',4',7-trihydroxyisoflavone"	18
"482"	"3,5-di-tert-butyl-4-hydroxyanisole"	18
"483"	"4',7-dihydroxy-3'-methoxy-5'-prenylflavanone"	18
"484"	"6-methoxy-4',5-dihydroxyflavone-7-O-glucoside"	18
"485"	"8-gingerol"	18
"486"	"Aminophenols"	18
"487"	"astilbin"	18
"488"	"bis(4-hydroxyphenyl)sulfone"	18
"489"	"bis(4-nitrophenyl)phosphate"	18
"490"	"cyanidin 3-rutinoside"	18
"491"	"eupatorin-5-methyl ether"	18
"492"	"granatin B"	18
"493"	"isotrifoliol"	18
"494"	"kaempferide"	18
"495"	"kaempferol 3-O-rhamnoside"	18
"496"	"neohesperidin"	18
"497"	"oroxylin A-7-O-glucuronide"	18
"498"	"pentabromodiphenyl ether"	18
"499"	"peonidin"	18
"500"	"procyanidin B3"	18
"501"	"quercetin-6-C-beta-D-glucopyranoside"	18
"502"	"rhuschalcone-1"	18
"503"	"sakuranetin"	18
"504"	"sanguiin H 6"	18
"505"	"sofalcone"	18
"506"	"tectoridin"	18
"507"	"tetrachlorodian"	18
"508"	"trizol"	18
"509"	"1,2-dihydroxy-4'-chlorobiphenyl"	17
"510"	"3'-dimethylaminoflavone"	17
"511"	"3-(2-chlorophenyl)-1-(2,4-dihydroxyphenyl)prop-2-en-1-one"	17
"512"	"5-iodo-3-((3,5-dibromo-4-hydroxyphenyl)methylene)-2-indolinone"	17
"513"	"5,7-dihydroxy-6,3',4'-trimethoxyflavone"	17
"514"	"5,7-dihydroxy-8-nitrochrysin"	17
"515"	"6-methoxyflavanone"	17
"516"	"arvanil"	17
"517"	"BF6-6 biflavone"	17
"518"	"calycopterin"	17
"519"	"echinoside"	17
"520"	"hydrazinobenzoylcurcumin"	17
"521"	"IdB 1016"	17
"522"	"morelloflavone"	17
"523"	"Nitrophenols"	17
"524"	"urushiol"	17
"525"	"vitisin A"	17
"526"	"1-(4-ethoxyphenyl)-3-(4-nitrophenyl)-prop-2-en-1-one"	16
"527"	"1,1-bis(3'-indolyl)-1-(p-anisyl)methane"	16
"528"	"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt"	16
"529"	"2'-nitroflavone"	16
"530"	"2',4'-dimethoxy-6'-hydroxychalcone"	16
"531"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	16
"532"	"4-dodecylaminophenol"	16
"533"	"7,4'-dihydroxy-8-methylflavone"	16
"534"	"allylpyrocatechol"	16
"535"	"bavachin"	16
"536"	"cyanidin-3-O-beta-glucopyranoside"	16
"537"	"epigallocatechin-3-(3''-O-methyl)gallate"	16
"538"	"Hydroxyestrones"	16
"539"	"irisflorentin"	16
"540"	"latifolin"	16
"541"	"pentabromophenol"	16
"542"	"2',3'-dimethoxyflavanone"	15
"543"	"3,4',7-trihydroxy-3'-methoxyflavone"	15
"544"	"3,7-dimethoxy-5,3',4'-trihydroxyflavone"	15
"545"	"4'-bromoflavone"	15
"546"	"4-ethylguaiacol"	15
"547"	"4-vinylphenol"	15
"548"	"5-(3-(3-(4-phenoxy-2-propylphenoxy)propoxy)phenyl)-2,4-thiazolidinedione"	15
"549"	"5,7,3'-trihydroxy-3,4'-dimethoxyflavone"	15
"550"	"6,4'-dihydroxy-7-methoxyflavanone"	15
"551"	"7-hydroxy-2',3',4',5',8-pentamethoxyisoflavan"	15
"552"	"alpha-bromo-2',3,4,4'-tetramethoxychalcone"	15
"553"	"Anethole Trithione"	15
"554"	"avicularin"	15
"555"	"betuletol 3-methyl ether"	15
"556"	"bisphenol B"	15
"557"	"Desvenlafaxine Succinate"	15
"558"	"digallic acid"	15
"559"	"flavangenol"	15
"560"	"neoisoliquiritin"	15
"561"	"O-desmethylangolensin"	15
"562"	"phosphoaspirin"	15
"563"	"robinetin"	15
"564"	"trilobatin"	15
"565"	"triphendiol"	15
"566"	"1,3,4-tri-O-galloyl-6-O-caffeoyl-beta-D-glucopyranose"	14
"567"	"2-tert-butyl-4-methylphenol"	14
"568"	"4,3',4',5'- tetramethoxychalcone"	14
"569"	"4,4',4''-(4-propyl-((1)H)-pyrazole-1,3,5-triyl) tris-phenol"	14
"570"	"5-allyl-7-gen-difluoromethylenechrysin"	14
"571"	"5-hydroxy-7-methoxyflavone"	14
"572"	"5,6,7-trimethoxyflavone"	14
"573"	"5,7,3',4',5'-pentamethoxyflavone"	14
"574"	"6-hydroxyestrogen 6-sulfate"	14
"575"	"6-hydroxyflavone"	14
"576"	"arzanol"	14
"577"	"Benzoflavones"	14
"578"	"boeravinone B"	14
"579"	"cajanol"	14
"580"	"curcumin III"	14
"581"	"curvularin"	14
"582"	"isorhamnetin 3-O-glucoside"	14
"583"	"methyl salicylate"	14
"584"	"N-(4-O-glycerol-3-methoxybenzyl)nonivamide"	14
"585"	"N-methyl-4-aminophenol"	14
"586"	"pycnogenols"	14
"587"	"vineatrol"	14
"588"	"2'-hydroxy-4',6'-dimethoxy-3'-methylchalcone"	13
"589"	"2'-hydroxyflavone"	13
"590"	"2',4'-dihydroxy-3,4,5-trimethoxychalcone"	13
"591"	"2',5'-dihydroxychalcone"	13
"592"	"5-hydroxy-3',4',6,7-tetramethoxyflavone"	13
"593"	"7,8-dihydroxyflavanone"	13
"594"	"curcumin glucuronide"	13
"595"	"ephedrannin A"	13
"596"	"ginnalin A"	13
"597"	"helichrysetin"	13
"598"	"irisolidone"	13
"599"	"isokaempferide"	13
"600"	"kaempferol-3-O-rutinoside"	13
"601"	"lauryl gallate"	13
"602"	"LYG 202"	13
"603"	"oligonol"	13
"604"	"olvanil"	13
"605"	"plantamajoside"	13
"606"	"rhamnazin"	13
"607"	"1-O-hexyl-2,3,5-trimethylhydroquinone"	12
"608"	"1,4-naphthohydroquinone"	12
"609"	"2',4'-dihydroxychalcone"	12
"610"	"2,4-dichlorophenol"	12
"611"	"2,6-di-tert-butyl-4-methylphenol"	12
"612"	"3'-formyl-4',6'-dihydroxy-2'-methoxy-5'-methylchalcone"	12
"613"	"3-dimethylaminophenol"	12
"614"	"3,3',4,4',5,5'-hexahydroxystilbene"	12
"615"	"4'-methoxychalcone"	12
"616"	"5-hydroxy-6,7,8,4'-tetramethoxyflavone"	12
"617"	"7,7''-dimethoxyagastisflavone"	12
"618"	"A-317491"	12
"619"	"catechin-7-O-xyloside"	12
"620"	"cirsiliol"	12
"621"	"climacostol"	12
"622"	"didymin"	12
"623"	"enzogenol"	12
"624"	"gardenin B"	12
"625"	"griffonianone D"	12
"626"	"kaempferol-3-O-galactoside"	12
"627"	"kurarinol"	12
"628"	"labedipinedilol A"	12
"629"	"lespenefril"	12
"630"	"robinin"	12
"631"	"rugosin E"	12
"632"	"tetra-O-methylscutellarein"	12
"633"	"(10)-shogaol"	11
"634"	"1',2'-dihydrorotenone"	11
"635"	"2-amino-5-methylphenol"	11
"636"	"2-methyl-1,4-hydroquinone"	11
"637"	"2-phenyl-5-(pyrrolidin-1-yl)-1-(3,4,5-trimethoxybenzyl)-1H-benzimidazole"	11
"638"	"3,7-dimethoxyflavone"	11
"639"	"4'-demethylnobiletin"	11
"640"	"4-(3,4,5-trimethoxyphenoxy)benzoic acid"	11
"641"	"5,2'-dihydroxy-7,8-dimethoxy-dihydroflavonol-3-O-acetate"	11
"642"	"5,7,4'-trimethylapigenin"	11
"643"	"agrimoniin"	11
"644"	"artonin B"	11
"645"	"Bromcresol Green"	11
"646"	"cudraflavanone A"	11
"647"	"dehydrocurvularin"	11
"648"	"efonidipine"	11
"649"	"glycitin"	11
"650"	"kaempferol-7-methyl ether"	11
"651"	"licochalcone D"	11
"652"	"MDL 27048"	11
"653"	"oxypropanoyloxy benzoic acid"	11
"654"	"Phenolphthaleins"	11
"655"	"Phenyl Ethers"	11
"656"	"procyanidin B1"	11
"657"	"quercetin-3-O-rutinoside"	11
"658"	"STA-12-8666"	11
"659"	"succinyldisalicylic acid"	11
"660"	"thiophenol"	11
"661"	"triticumoside"	11
"662"	"vitexin-2-O-xyloside"	11
"663"	"2-(cis-1,2-dihydroxy 4-oxo-cyclohex-5-enyl)-5,7-dihydroxychromone"	10
"664"	"2-ethoxybenzoic acid"	10
"665"	"2,3-dibromo-4,5-dihydroxybenzyl alcohol"	10
"666"	"3',4'-didemethylnobiletin"	10
"667"	"3,5-dihydroxyphenylglycine"	10
"668"	"4'-acetoamido-4-hydroxychalcone"	10
"669"	"4'-chloroflavanone"	10
"670"	"4-hydroxy-5-nitrophenyl acetic acid"	10
"671"	"4,4'-thiodiphenol"	10
"672"	"5-deoxykaempferol"	10
"673"	"5,7,8,4'-tetrahydroxyisoflavone"	10
"674"	"6-methoxyequol"	10
"675"	"7-hydroxy-3',4'-benzoisoflavone"	10
"676"	"artelastin"	10
"677"	"artemetin"	10
"678"	"Cancell"	10
"679"	"chrysoplenetin"	10
"680"	"cirsimarin"	10
"681"	"corylifol A"	10
"682"	"curcumin-valine"	10
"683"	"dehydroglyasperin D"	10
"684"	"DHF 18"	10
"685"	"epigallocatechin-3-O-(3''-O-methyl)-gallate"	10
"686"	"epoxyquinol B"	10
"687"	"eriocitrin"	10
"688"	"euchrestaflavanone B"	10
"689"	"eupalitin 3-O-galactopyranoside"	10
"690"	"flavonoid cycloartobiloxanthone"	10
"691"	"glaziovianin A"	10
"692"	"Guaifenesin"	10
"693"	"hesperetin-7,3'-O-dimethylether"	10
"694"	"isoliquiritigenin 2'-methyl ether"	10
"695"	"methyl syringate"	10
"696"	"mirabijalone E"	10
"697"	"mycotrienin II"	10
"698"	"nepitrin"	10
"699"	"niranthin"	10
"700"	"protocatechuic acid methyl ester"	10
